Source Title,DOI,TD_Score
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2013.12.005,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.08.011,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2279888,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2276088,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.1534,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.1699,1.0
IEEE PULSE,10.1109/MPUL.2013.2289463,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.05.003,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2013.04.007,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2013.04.006,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.04.012,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2269766,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.04.007,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.04.014,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-86,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024492,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.03.009,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024508,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2013.01.007,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-84,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-80,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0697-y,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2256423,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0657-6,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2251883,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-72,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2242328,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-013-0799-1,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2013.811830,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2012.09.003,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0733-y,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024358,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2241062,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4024318,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-46,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2012.11.002,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2012.07.012,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0736-8,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2012.07.006,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2235438,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2225834,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2226884,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0705-2,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2109715,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2228648,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2013.2238672,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-12-15,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2226885,1.0
IEEE PULSE,10.1109/MPUL.2012.2228593,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.1348,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.1203,1.0
IEEE PULSE,10.1109/MPUL.2012.2228596,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.12.73,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0682-5,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2225833,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2012.06.001,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2225427,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.1198,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2215034,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2218108,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0600-x,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2012.03.006,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2212019,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2213338,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0583-7,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2011.12.006,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0592-6,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2213339,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2205246,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2011.09.022,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2012.04.015,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-11-54,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-012-0597-1,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2200678,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2011.07.001,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2195001,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2194292,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.12.27,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2190601,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2192437,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2175729,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0455-6,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4005777,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4006540,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.12.15,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2175731,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2179546,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2012.2186448,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2011.07.021,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2180019,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-11-5,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2171961,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2163157,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0441-z,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0396-0,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2011.06.015,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.807,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.11.42,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2011.02.008,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0399-x,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.872,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2164248,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0382-6,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0363-9,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2011.04.014,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2011.01.003,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2165151,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2160722,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2159715,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0351-0,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0338-x,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2158003,1.0
IEEE PULSE,10.1109/MPUL.2011.942610,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4004929,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2159382,1.0
IEEE PULSE,10.1109/MPUL.2011.942595,1.0
IEEE PULSE,10.1109/MPUL.2011.942597,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2153202,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2129519,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2152839,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2126571,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0296-3,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0287-4,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0300-y,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2126572,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2011.2131141,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.12.018,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2090152,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-10-41,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0243-8,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2097599,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-011-0254-0,1.0
IEEE PULSE,10.1109/MPUL.2011.941525,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-10-26,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0195-z,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.09.023,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2089522,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.09.015,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0210-4,1.0
IEEE PULSE,10.1109/MPUL.2011.940426,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2096223,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0224-y,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2093133,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0192-2,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.681,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2010.06.004,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2077291,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0123-2,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,10.5405/jmbe.944,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-9-86,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2052255,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.10.60,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.07.013,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.07.006,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0080-9,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4002234,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2050690,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-0034-2,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2031096,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2048752,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.02.010,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9966-9,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2041002,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2010.2040082,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2038667,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2010.02.003,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.12.007,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.10.6,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.10.5,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9950-4,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2032415,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2009.12.002,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9949-x,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2010.01.003,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-9-19,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9871-2,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.09.67,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9863-2,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.09.68,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-010-9928-2,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2035440,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2033037,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9839-2,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-9-5,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9811-1,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.10.010,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.4000204,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.09.003,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.08.005,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9776-0,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.07.012,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.07.010,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.05.010,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.03.007,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2026732,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2009.2017030,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2009.01.003,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9694-1,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2009.02.001,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-009-9682-5,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/ERD.09.8,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2006507,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2009.01.003,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.3089140,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9618-5,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2006028,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.3054378,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2006012,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2003092,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2008.04.009,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2008.08.002,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2003260,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2008.02.011,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.5.6.663,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9539-3,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9548-2,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9534-8,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2007.07.008,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.919716,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9470-7,1.0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,10.1115/1.2918740,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2007.05.006,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.913411,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.906491,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9481-4,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9446-7,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.908068,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.903707,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.909536,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9430-7,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.912676,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-7-3,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.900564,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.910678,1.0
JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING,,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-6-48,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.896584,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.901024,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.4.6.803,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2007.06.001,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.894981,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.895109,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.889768,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2007.08.002,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9277-y,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9293-y,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.897327,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.897139,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.891170,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9313-y,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9241-2,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9263-4,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9258-1,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.889192,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.893492,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.889160,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2006.05.015,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.888828,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9248-8,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9223-4,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.886868,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2007.03.001,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.880871,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.884640,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.11.010,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.873692,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9145-1,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.877807,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.873682,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9133-5,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9095-7,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9094-8,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.872822,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.863878,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.07.006,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.06.007,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.07.008,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.870244,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.870230,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-5-16,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.04.018,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9041-0,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2006.02.001,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-8758-0,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-8776-y,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-8466-9,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.03.009,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-8760-6,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-7385-0,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-5747-2,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.03.002,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.856255,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.855703,1.0
