DOI,Cited References,Publication Year,Source Title,Abstract,WoS Categories,Article Title,Keywords,citing
,1,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Nuclei instance segmentation is one of the most challenging tasks and is considered the first step in automated pathology. The challenges stem from technical biological variations, and high cellular density that lead adjacent nuclei to form perceptual boundaries. This paper demonstrates that a multi-aperture representation encoded by the fusion of Swin Transformers and Convolutional blocks improves nuclei segmentation. The loss function is augmented with the curvature and centroid consistency terms between the growth truth and the prediction to preserve morphometric fidelity and localization. These terms are used to panelize for the loss of shape localization (e.g., a mid-level attribute) and mismatches in low and high-frequency boundary events (e.g., a low-level attribute). The proposed model is evaluated on three publicly available datasets: PanNuke, MoNuSeg, and CPM17, reporting improved Dice and binary Panoptic Quality (PQ) scores. For example, the PQ scores for PanNuke, MoNuSeg, and CPM17 are 0.6888 +/- 0.032, 0.634 +/- 0.003, and 0.716 +/- 0.002, respectively. The code is located at https://github.com/Siyavashshabani/MACA-Net.","Engineering, Biomedical",MACA-Net: Multi-aperture curvature aware network for instance-nuclei segmentation,,[]
,0,2026-03-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Deformable image registration (DIR) is a technique that finds all matching spatial correspondences as a dense vector field (DVF). DIR is gaining popularity in follow-up studies and radiotherapy planning, which are based on matching labeled images to targets. Although many studies have been proposed to solve the DVF regression problem, most of them utilize intensity-based metrics due to the difficulty of obtaining ground truth vectors. In addition, the problem of large deformation hinders accurate registration results, especially in abdominal CT images. In this paper, we propose a novel registration network designed to address large deformations through coarse-to-fine DVF regression combined with efficient self-and cross-attention. We also propose an effective 2D multiview adversarial learning technique that provides fine-grained supervision and mitigates noise and unrealistic results common in intensity-based metrics and transformer architectures. To validate our approach, we performed registration experiments on abdominal CT, brain MRI, and head & neck CT. In the abdominal CT in particular, our registration network outperformed the previous DIR method by 11.7% in terms of Dice Score Coefficient. We also demonstrated the effectiveness of the proposed adversarial learning technique with quantitative and qualitative measures.","Engineering, Biomedical",Deformable medical image registration via multiview adversarial learning,,[]
,0,2026-03-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Diabetic Macular Edema (DME) is a prevalent difficulty associated with diabetes, which, if left undetected and untreated in its early stages, can result in visual impairment and eventual blindness.Conventional DME detection techniques are inconsistent among individuals. Deep Learning (DL) replicas have exposedpossible in medical imaging tasks; however, they can have difficulty predicting DMEs due to data shortages, processing resources, and comprehension issues. An attention-based weighted Gated Recurrent Units (AB-WGRU) model is proposed for predicting DME using OCT (Optical Coherence Tomography) imaging data. The AB-WGRU model combines weighted Gated Recurrent Units (GRU) with attention mechanisms to capture local and global contextual information from OCT images. Due to data redundancy and noise, the obtained OCT images require pre-processing using filtered data. This indicates that the filtering process employs the 2D Fourier transform (2DFT). Principal Component Analysis (PCA) is used to extract pertinenttopographies from the improved data, and Modified Genetic Algorithms (MGA) are employed to produce the best combination of features. The proposed technique demonstrates performance across several evaluation metrics. Specifically, it obtains an accuracy of 0.98, precision of 0.98, recall of 0.98, and F-measure of 0.98. The AB-WGRU model outperforms existing methods. This research improves eye disease identification and may aid healthcare providers in early intervention and patient care.Although validation and incorporation into medical care are required, this research establishes the basis for the creation of a helpful diagnostic tool that has the potential to assist in early intervention and reduce the risk of vision impairment in individuals with diabetes.","Engineering, Biomedical",A novel deep learning-based prediction of DME in eye diseases,,[]
,0,2026-03-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Ovarian cancer (OC) presents significant diagnostic challenges due to its asymptomatic progression and limited early detection capabilities, resulting in high mortality rates. To address the scarcity of annotated data and the complexity of cancerous tissues, this study proposes a novel unsupervised framework for segmenting these kind of regions in histopathological images. The framework utilizes a modified EfficientNetB1 architecture augmented with custom top layers and a soft-attention mechanism, optimized through stratified nested cross-validation to ensure generalizability. The model achieves outstanding performance, with a training accuracy of 99.87% (+/- 0.15), testing accuracy of 99.49% (+/- 0.21), training loss of 0.45%, testing loss of 1.79%, and a ROC-AUC of 99.948%. To improve interpretability, we integrate the Score Weighted Class Activation Mapping (ScoreCAM) algorithm with a novel class activation map aggregation strategy, followed by bicubic interpolation and Otsu thresholding for precise segmentation. Ablation studies highlight the roles of the soft-attention mechanism and the proposed aggregation method in enhancing segmentation quality. Expert's validation confirms a high concordance between the predicted and actual region of interest. The proposed framework not only offers high diagnostic accuracy and robustness but also provides visual interpretability. This makes it particularly valuable for deployment in resource-constrained clinical environments. This work marks a significant advancement in automated histopathological image analysis by effectively integrating deep learning (DL), unsupervised learning, and explainable AI.","Engineering, Biomedical",Unsupervised attention-based framework for cancerous region segmentation with explainable post-hoc thresholding in histopathological images,,[]
,0,2026-03-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"In clinical diagnosis and treatment, accurate identification of brain tumor types is crucial for the timely formulation of patient treatment plans. However, traditional manual diagnosis based on magnetic resonance imaging (MRI) is not only time-consuming but also likely to miss early subtle lesions. Therefore, developing an efficient, accurate classifier suitable for multi-type brain tumor classification is of great significance. To address this issue, we propose a novel model named RFENet, which adopts a three-branch parallel architecture to extract complementary features: Branch 1 captures tumor edge and texture features based on the Stage 1 residual blocks of ResNet50; Branch 2 achieves lightweight fine-grained feature extraction using the Stage 2 Fused-MBConv blocks of EfficientNetV2-B0; Branch 3 takes EfficientNetB0 as the backbone and extracts high-dimensional semantic features through MBConv blocks. Meanwhile, the SwishReLU activation function is introduced and applied to the fully connected layers. To tackle the problems of insufficient sample size and class imbalance, differentiated data augmentation is implemented on the training set (the ""No Tumor"" class is expanded 11-fold, and the other tumor classes are expanded 6-fold), and Test-Time Augmentation (TTA) is adopted on the test set to improve the robustness of predictions. The results show that the RFENet model achieves excellent classification performance, with a Macro-Average Accuracy of 98.32%, Macro-Average Precision of 96.90%, Macro-Average Recall of 96.92%, Macro-Average F1score of 99.91%, and Macro-Average AUC of 99.67%.","Engineering, Biomedical",MRI brain tumor classification using RFENet Three-Branch model with SwishReLU,,[]
,0,2026-03-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"A wide range of ocular diseases poses significant risks to visual health, with retinal vessel changes often indicating various eye disorders. Fundus imaging, which captures the retinal vessel structure, plays a crucial role in diagnosis. Automated retinal vessel segmentation has become a prevalent approach in computer-aided diagnosis, but manual annotation is time-consuming and costly, hindering the creation of large labeled datasets. To address this, we propose CrossVesselNet, a one-shot vessel segmentation model based on few-shot learning, using just one sample as the support set. CrossVesselNet can achieve accurate segmentation and strong cross-domain generalization even with limited training data. The proposed model adopts an encoder-decoder architecture. In the encoder, we introduce a novel QS Cross-Window Block designed for few-shot learning. This block incorporates window attention in small-sample scenarios and integrates it with convolutional neural networks (CNNs) to further enhance the overall framework. In addition, we propose the QS Calibrated Score, a metric that effectively leverages support set samples by computing the similarity between the support set and the query set, thereby achieving efficient fusion of the two sets. In the decoder, support set information is fully exploited through concatenation, and traditional deconvolution is replaced by Pixel Shuffle technology, which significantly improves image quality during the reconstruction phase. Trained on the DRIVE dataset, our model can consistently produce accurate segmentation results on other datasets, such as CHASE-DB1, STARE, HRF, even with few labeled samples, demonstrating strong cross-domain adaptability.","Engineering, Biomedical",CrossVesselNet: A one-shot retinal vessel segmentation Net,,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"A convolutional concatenated network (AT-CPN) based on affine transformation is proposed to address the unavoidable problem of manually recognizing Hep-2 cells. Firstly, due to the small amount of HEP-2ANA sample data in the existing dataset, high-quality data enhancement is performed by deep convolutional generative adversarial network to enable the model to learn more robust features. Then the dataset is placed on the ConvNext-RegNet concurrent network model that introduces affine transformation units for learning and training, and finally, the features obtained from the two types of network branches are spliced and fused to obtain the classification results. The experimental results show that compared with other deep learning models, this network effectively improves the efficiency of clinical medical diagnosis with fewer parameters, and has the advantages of high classification accuracy and model robustness, which can be applied to the task of Hep-2 cell classification.","Engineering, Biomedical",Cell classification based on affine transformed convolutional parallel networks,,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Background: Four-dimensional cone-beam computed tomography (4D CBCT) plays an important role in moving target localization and therapeutic dose accumulation in radiotherapy. However, 4D CBCT images suffer from severe artifacts due to the extremely sparse projection data. This study aims to develop a novel spatiotemporal structure-aware neural network capable of generating high quality 4D CBCT images. Methods: We proposed a Spatial and Temporal Adaptation based Model (STAM), which fine-tunes the image encoder of a pre-trained SAM model by incorporating Adapter modules in both spatial and temporal branches. To construct a paired dataset for training and testing, we utilized 4D CT images from 25 patients to simulate degraded 4D CBCT images. In addition, real 4D CBCT images from 5 clinical patients were tested. The tumor contours of clinical patients on STAM predicted images were delineated by a physician to evaluate tumor localization accuracy. Results: The proposed STAM outperformed other methods on all indexes, achieving an mean absolute error (MAE) of 22.85 HU, root mean square error (RMSE) of 36.28 HU and structural similarity (SSIM) of 0.9673 for simulated patient data. For clinical 4D CBCT evaluation, the tumor areas delineated on STAM predicted images were similar to the reference image, with Dice coefficient exceeding 0.9 at all selected phases, significantly higher than those of the average phase images (P < 0.05). Conclusions: The proposed STAM method delivers superior results in artifacts reduction and details preservation compared with other state-of-the-art methods, and may offer a practical solution to enhance the image quality of clinical 4D CBCT.","Engineering, Biomedical",A spatiotemporal structure-aware neural network for 4D CBCT images enhancement,,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Objective This study aimed to assess the effectiveness of tortuosity and discrete compactness metrics in analyzing the amygdala's morphology to differentiate healthy control individuals from patients diagnosed with mild cognitive impairment using magnetic resonance imaging. Methods The analysis included a total of 74 participants, comprising 37 healthy control subjects and 37 mild cognitive impairment patients. Imaging data were sourced from the ADNI database. The amygdala regions (both hemispheres) were segmented, and measurements for volume, normalized volume, discrete compactness, and tortuosity were computed. Statistical tests and automatic classifier training of Support Vector Machines, K-nearest Neighbors, Randon Forest and Artificial Neural Network were conducted to identify significant group differences. The machine learning algorithms were trained with the proposed metrics with a partition of 60-40 subjects for training and testing. The training consisted of hyperparameter optimization with a 5-fold cross validation. Results The statistical analysis revealed significant differences (p < 0.01) across all evaluated metrics, with the most pronounced alterations observed in discrete compactness and tortuosity within the right hemisphere. The application of the previously described algorithms demonstrated that the proposed biomarkers-tortuosity and discrete compactness-offered greater discriminative power compared to traditional volume-based measures. When incorporated into the classification models, these features enhanced performance, yielding a test accuracy of 82.14 %, area under the curve values between 88.27 % and 91.33 %, and F-scores ranging from 81.48 % to 83.87 %. These findings underscore the potential of tortuosity and discrete compactness as sensitive and robust imaging biomarkers for the early detection of mild cognitive impairment. Conclusions These findings demonstrate that tortuosity and discrete compactness are more sensitive than conventional volume-based metrics in capturing morphological alterations of the amygdala in mild cognitive impairment. When integrated into machine learning models-Support Vector Machines, K-nearest Neighbors, Random Forest, and Artificial Neural Networks-these features enhanced classification performance, achieving a test accuracy of 82.14 %, area under the curve values between 88.27 % and 91.33 %, and F-scores ranging from 81.48 % to 83.87 %. Significance The results suggest that tortuosity and discrete compactness may serve as robust and informative imaging biomarkers for the early detection of mild cognitive impairment. Their ability to outperform traditional morphological metrics in both statistical discrimination and machine learning classification highlights their potential for clinical application in computer-aided diagnosis systems.","Engineering, Biomedical",Tortuosity and discrete compactness biomarkers for machine learning-based classification of mild cognitive impairment,,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Since the analysis of erythrocytes and spirochaetes is highly relevant to human health, their automated detection is of significant importance in both medical and computer vision research. However, publicly available datasets in this domain remain scarce. To address this gap, we present the Darkfield Microscopy Image Dataset for Erythrocytes and Spirochaete Detection (DMID-ESD), which consists of 11,794 fully annotated images with labels containing categorical and localization information. We perform comprehensive benchmarking experiments on DMID-ESD to evaluate its utility in tasks such as image classification, object detection, and feature extraction. The results demonstrate that the dataset serves as an effective benchmark for method evaluation. The DMID-ESD dataset is freely available for non-commercial use at: https://figshare. com/articles/dataset/DMID-ESD_zip/22179311.","Engineering, Biomedical",DMID-ESD: A Benchmark Darkfield Microscopy Image Dataset for Erythrocytes and Spirochaete Detection and Classification,,[]
,1,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Diabetes has become a severe and widespread chronic disease, making its early prediction crucial for effective intervention and management. With its rising global incidence, the development of robust and efficient predictive models is essential for timely diagnosis and accurate prediction. Despite the availability of numerous predictive models, existing methods often struggle with class imbalance, suboptimal and biased classification performance, and limited interpretability. To overcome these issues, this study proposes a trustworthy and patient privacy-aware framework for early and precise diabetes prediction. Firstly, the class imbalance issue in the dataset is mitigated by the proximity-weighted synthetic oversampling technique, which minimizes biased classification. Later, a novel deep learning model named Deep Residual Network (DRNet) is proposed to improve predictive performance by identifying complex patterns in the data. Experimental results demonstrate that DRNet outperforms baseline models, achieving improvements of 4.54% in accuracy, 3.48% in precision, 7.69% in Cohen's Kappa, 6.33% in Matthew's correlation coefficient, 2.28% in area under the receiver operating characteristic curve, 2.28% in precision-recall area under the curve, and 1.06% in recall. DRNet also exhibits a significant reduction in log loss with 30.43% and Hamming loss with 30%. The reliability of DRNet is confirmed using 10-fold cross validation and the Friedman test to assure consistency and robustness. Finally, explainable artificial intelligence techniques, such as local interpretable model-agnostic explanations and Shapley additive explanations, offer insights into the most contributing features both locally and globally, which leads to better interpretability and explainability. This framework aligns with the rising need for responsible AI solutions in healthcare, where transparency, trust, and data privacy have become necessary for patient-focused innovation.","Engineering, Biomedical",A trustworthy and patient privacy-conscious framework for early diabetes prediction using Deep Residual Networks and proximity-based data,,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Lung cancer is a potent condition that impacts the mortality rate. The conventional assessment of lung cancer includes microscopic biopsies. The process comprises a labor-intensive visual assessment that is subjective and necessitates the expertise of a professional pathologist. However, noise typically affects the readable features in the low-resolution digital biopsy images. Moreover, the incidence of noise affects both inter- and intra-observer interpretations by pathologists. To overcome these issues, a novel enhanced RetinaNet (ERNet) has been proposed to detect and classify the lung abnormalities in a single framework. The proposed ERNet integrates a convolutional block attention module for the refined feature extraction. Additionally, the proposed ERNet employs a generalized intersection over union bounding box loss function to precisely localize abnormalities. The proposed method utilizes LC25000 lung histopathological images for its development. To improve, and denoise the lung biopsies image datasets, ant colony fourth-order partial differential equation has been applied. The comparative qualitative, and quantitative study has been presented with respect to existing methodologies such as faster regional convolutional neural network, single shot detector, RetinaNet and detection transformer. The quantitative assessments are evaluated in terms of accuracy, true positive rate, true negative rate, precision, Fscore, Jaccard index, and Dice coefficient. The following values are obtained: 98.73%, 98.04%, 98.45%, 0.98, 0.98, 0.99, 0.98, 0.98, and 0.99, respectively. The results of qualitative, quantitative with ablation analysis exhibit that the proposed method surpasses the outcomes of the other pre-existing methods.","Engineering, Biomedical",ERNet: A deep framework for detection and classification of lung cancer from histopathological images,,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"This study is directed at the essential task of patient treatment classification, which is essential for personalized and optimal healthcare. The overall aim is to optimize the accuracy of classification models in order to allocate treatments correctly and avoid the risk of misdiagnosis or ineffective treatments. In pursuit of this aim, the research compares different machine-learning models with the aim of improving the present classification models. The approach involves the assessment of widely used models like Gradient Boosting, K-Nearest Neighbors (KNN), Logistic Regression, Random Forest, and support vector machines (SVM) using an electronic health record (EHR) corpus. By extensive training, cross-validation, and testing, the research compares the performances of each model in patient treatment classification. The results present notable disparities in the performances of the models, with the emphasis being the necessity of the selection of the optimal model for the process. The applied value of the research is significant. By ascertaining the optimal machine learning model for patient treatment classification, the results can be used directly to optimize the accuracy and trustworthiness of healthcare models, ultimately contributing to improved patient results. This research is unique in the extensive assessment of multiple machine-learning models specifically for patient treatment classification. It establishes the optimal model with the foundation for the creation of more trusty and resilient classification models in healthcare.","Engineering, Biomedical",Enhancing patient treatment classification in healthcare: A comparative analysis of machine learning techniques on electronic health record data,,[]
,1,2026-01-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"The identification of hyperglycemia and hypoglycemia is paramount in diabetes care, facilitating prompt interventions to mitigate potential health complications. A novel method is introduced for identifying glycemic states using deep learning from facial images generated by artificial intelligence (AI). Specifically, the EfficientB0 model-a pre-trained convolutional neural network (CNN)-is employed, utilizing the transfer learning technique to leverage its learned features for glycemic state classification. The proposed method offers a non-invasive and remote monitoring solution, allowing for convenient glycemic status assessment without the need for invasive procedures or continuous glucose monitoring devices. The experimental results confirm the effectiveness of the proposed method. The achieved accuracy rates, recall rates, and F1-scores validate the model's ability to accurately identify individuals at risk of glycemic abnormalities. The integration of deep learning techniques with facial image analysis holds promise for personalized healthcare solutions tailored to individuals with diabetes, facilitating early detection and intervention for improved glycemic control. By leveraging AI-driven facial image analysis, individuals with diabetes can benefit from early detection and prediction of hyperglycemic and hypoglycemic events, enabling timely interventions and adjustments in treatment regimens. This approach holds promise for improving glycemic control, reducing the risk of acute complications, and enhancing overall quality of life for individuals with diabetes. The non-invasive approach for detecting glycemic states presented in this paper has the potential to revolutionize healthcare management for individuals with diabetes.","Engineering, Biomedical",Detection of hyperglycemia and hypoglycemia using deep learning from facial images obtained with an AI image generator,,[]
,0,2026-01-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Atomic Force Microscopy is widely used for surface imaging at the nanoscale. However, we need slower scanning speeds to obtain high-quality images, which often introduce noise and sample drift, causing distortion. In addition, the large-scale scanning of high-resolution images by AFM consumes a lot of sample resources and time. Although the traditional bicubic method can achieve the generation of high-resolution images, it cannot restore the details of the image well, and even the obtained image is basically different from the original high-resolution image. Here, in this paper, we propose a fast imaging method that combines the scanning data acquisition and the image super-resolution algorithm of the deep learning model, which can quickly generate high-quality images with little noise interference and small drift. High-resolution scans of viral samples in a clean-room environment were combined with higher-order degradation modeling to generate low-and high-resolution paired images. To address the time and cost limitations of HR scanning, we optimize the Real-Enhanced Super-Resolution Generative Network by incorporating a lightweight Dynamic Local and Global Self-Attention Network. In addition, we replace L1 Loss with Smooth L1 Loss to accelerate the convergence and improve the performance. Validation using novel coronavirus and influenza virus samples shows that our approach reduces imaging time by approximately 20-fold while maintaining high-resolution quality. The resulting super-resolution images preserve fine viral morphology with improved clarity and accuracy. It provides help for the classification and image detection of various viruses in the later research.","Engineering, Biomedical",Accelerating biological imaging of atomic force microscopy by deep-learning,,[]
,0,2026-03-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"To improve the accuracy of bone age estimation from left-hand radiographs, this manuscript proposed a twostage bone age assessment framework based on cross-modal learning. In the first stage, the bone age range (1-228 months) was categorized into interval segments according to the GP Radiographic Atlas, resulting in 25 categories for males and 21 for females. A GP-CLIP network was designed for coarse-grained bone age classification, which leveraged collaborative learning between hand radiographs and structured textual descriptions from the GP Atlas, including bone age characteristics of carpal, metacarpal, phalangeal, and radius/ulna bones. This approach achieved 88.00 % classification accuracy for both genders on the RSNA pediatric bone age dataset and 86.67 % for males and 91.53 % for females on the RHPE dataset. In the fine-grained prediction stage, the system dynamically selected specifically optimized ResNet18 sub-models (each trained for a particular bone age interval) based on the coarse classification results, enabling more precise age estimation. Experimental results demonstrated that our method achieved a mean absolute error (MAE) of 2.03 months for males and 2.38 months for females on the RSNA dataset, and 1.87 months for males and 1.42 months for females on the RHPE dataset.","Engineering, Biomedical",GP-CLIP: A two-stage bone age assessment method based on cross-modal learning,,[]
,0,2026-03-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Objective: Enhancing the decoding accuracy and information transfer rate (ITR) of steady-state visual evoked potential (SSVEP)-based brain-computer interfaces (BCIs) while addressing inter-subject variability remains a significant challenge for practical applications. Despite recent advances in deep learning, current BCI systems are constrained by their reliance on hand-crafted features and complex preprocessing pipelines, limiting their widespread deployment. This paper presents BrainWaveDecoder, an end-to-end deep learning architecture that processes raw EEG signals directly for SSVEP frequency recognition. Methods: BrainWaveDecoder implements a unified end-to-end architecture that combines convolutional neural networks with bidirectional gated recurrent units (Bi-GRU) for direct spatiotemporal processing of raw EEG signals. This approach enables integrated feature extraction and classification optimization, bypassing traditional multi-stage preprocessing and manual feature engineering. Results: BrainWaveDecoder achieved 95.2% mean accuracy (ITR: 192.04 bits/minute) on a 40-class dataset, surpassing even models augmented with transfer learning techniques. The model also demonstrated 99.2% mean accuracy on a 12-class dataset with 1-s signals. Systematic evaluation across signal lengths (0.2 s-1.0 s) showed robust performance with graceful degradation at shorter durations. These achievements demonstrate BrainWaveDecoder's effectiveness in direct raw EEG processing, advancing the development of more accessible and reliable SSVEP-based BCI systems.","Engineering, Biomedical",BrainWaveDecoder: From raw EEG to SSVEP-BCI target selection via end-to-end deep learning,,[]
,0,2026-03-01,PROGRESS IN BIOMEDICAL ENGINEERING,"Transcatheter aortic valve implantation (TAVI)-related post-operative complications remain significant clinical challenges, and current in-silico simulations fall short in predicting them accurately, limiting their clinical applicability. This scoping review evaluates the state of the art in TAVI computational modeling, identifying methodological gaps and proposing directions for refinement to enhance translational impact. Following PRISMA-ScR guidelines, 40 studies were included, with data extracted and summarized by evaluated outcomes. A quality assessment was performed using a 14-item rubric. Most studies focused on predicting paravalvular leak (65%) and conduction disturbances (20%). This review reveals substantial heterogeneity in modeling approaches, with limited standardization and varying degrees of validation. To improve clinical relevance, future efforts should prioritize model standardization, rigorous validation following ASME V&V guidelines, increased automation, and improved interpretability for clinical users. By ensuring robustness, efficiency, and clinical accessibility, in-silico models could transform TAVI outcome prediction and support personalized treatment planning, ultimately enhancing care standards in structural heart interventions.","Engineering, Biomedical",Predicting procedural outcomes in transcatheter aortic valve implantation: a scoping review of numerical patient-specific simulations,,[]
,0,2026-03-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"We present a feasibility study of continuous blood pressure (BP) estimation using deep learning models applied to forehead-based near-infrared spectroscopy-photoplethysmography (NIRS-PPG) data collected via the FlexNIRS device. Data were recorded during carotid endarterectomy (CEA) surgery, where significant BP variations provided a robust training set. Using a combination of long short-term memory (LSTM) and convolutional neural network (CNN) layers-with brief training periods (15-30 % of each individual's data)-our model achieved a mean absolute error (MAE) of 4.0 + 3.8 mmHg, with a Pearson correlation coefficient of 0.91 and a limit-ofagreement of +10.5 mmHg. These findings demonstrate the feasibility of subject-specific BP monitoring using forehead NIRS-PPG, with potential applications in post-surgical and home care settings where continuous, noninvasive BP measurement may be beneficial.","Engineering, Biomedical","Continuous, noninvasive blood pressure estimation using forehead NIRS-PPG and LSTM-CNN deep learning",,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"The electrocardiogram (ECG) artificial intelligence faces challenges in collecting ECG data, imbalanced training data, and data privacy issues. Deep generative models can generate high-quality synthetic ECGs to alleviate these challenges, but current models often require extensive conditional information, which limits their effectiveness. This study introduces RDiffGAN-ECG, a personalized R-peaks conditional denoising diffusion GAN that integrates structured state space sequence model (S4) and selective state space model (Mamba) within its generator. The generator of RDiffGAN-ECG uses S4 to capture the temporal dynamics across diffusion time steps and R-peaks information for ECG reconstruction. Mamba integrates diagnostic annotations with S4 features, enhancing the generation of high-quality 12-lead ECGs with accurate R-peak position and diagnostic relevance. This model is trained to generate 12-lead ECGs for five classes diagnoses with specific R-peaks information. RDiffGAN-ECG was compared with several existing generative models through qualitative and quantitative analysis, and heart rate analysis. On the PTB-XL test set, it achieved better quantitative results (RMSE = 0.2245, FD = 5.6795, DTW = 68.1109) than existing models. On the CPSC2018 dataset, it demonstrated superior generative performance for different R-peaks, showing its generalization capability, with the results of RMSE = 0.2293, FD = 4.3552, and DTW = 52.2489. Ablation studies confirm the importance of the GAN framework and the combined use of S4 and Mamba in enhancing ECG generation quality. In summary, the RDiffGAN-ECG exhibits significant advantages in improving the quality of the generated ECG, and achieving specific R-peaks ECG generation. It provides substantial value for ECG-related research and clinical applications.","Engineering, Biomedical",RDiffGAN-ECG: High-quality specific R-peaks conditional ECG generation using denoising diffusion generative adversarial network with state space models,,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Digital technology has advanced along the way, and this has had an important impact on how well we can find oral disorders, which frequently correspond to poor cleanliness and changes in hormones. It's very important to have an early diagnosis because untreated illnesses that could be cancerous can lead to mouth cancer. The lack of personal monitoring tools makes it even more clear that we need smart diagnostic systems. We came up with the Meta-SAM model (MetaAcon Separable Attention Model), a new deep learning architecture that is meant to help in classifying the MOD (Mouth and Oral Diseases) dataset. This proposed model adds some architectural improvements that are primarily meant to fix the main problems with classic Convolutional Neural Networks (CNNs), especially when it comes to classifying medical images in excessive detail, including finding mouth and oral diseases (MOD). Also, standard CNNs can be very difficult to compute, which makes them hard to scale and use in real time. To solve these limitations, the model used depth-wise separable convolutional layers. This reduced the number of parameters and the cost of computation by breaking standard CNNs down into depth and point operations. Also, a custom MetaAcon activation function is utilized because standard MetaAcon still has some problems, such as limiting how flexible it can become in terms of representation. Custom MetaAcon is a learnable activation function that adaptively highlights important features while ignoring unimportant ones. It solves problems like bad feature selectivity and noise in medical images. With a blending value of 0.9, the improved MetaAcon combines adaptability with smooth gradient learning, making learning more stable and efficient. Thus, it speeds up convergence, stops gradients from vanishing, and makes deep feature representation stronger, which is very important for accurate MOD classification. Also, standard CNNs sometimes have problems with vanishing gradients and losing features in deeper layers. Residual connections assist solves these problems by making gradient flow more stable and speeding up convergence. Standard CNNs also treat all features the same, which can mean that important diagnostic clues are missed. To fix this, the model uses squeeze-and-excitation (SE) blocks to show how important each channel is. It also uses self-attention with many heads to find long-range and spatial relationships, which helps make up for CNNs' restricted ability to take in information. The suggested model gets 99.7% of the classifications right, which is better than the usual CNN (96.2%).and demonstrates its effectiveness in diagnosing complex oral diseases. These results highlight the potential of the proposed architecture as an effective and scalable solution for automated diagnosis in medical imaging, especially for diseases of the mouth and oral cavity. The Link to work is https://github.com/Aminaalr /Meta-SAM-A-Novel-Deep-Learning-Architecture-for-Oral-Disease-Classification.","Engineering, Biomedical",Meta-SAM: a novel deep learning architecture for oral disease classification,,[]
,0,2026-02-01,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"Hand gesture recognition is an important part of the automation of sign languages. Capturing long-range dependencies (LRDs) in image recognition tasks is ill-suited in existing models to recognize the visually similar hand gesture images with high recognition accuracy. This paper proposes SignViT, a model best-suited for capturing LRDs, which has a strong backbone based on the vision transformer (ViT) to address the issue of visual similarity. Processing the images' features through the attention mechanism of the transformer's encoder block and a novel enhanced feedforward neural network classification head in our framework makes it highly accurate for recognizing all hand gestures, including visually similar gestures. To evaluate the model's performance, we assessed it on four hand gesture datasets representing three distinct sign languages, including Urdu, American, and Arabic. In our evaluation, we find that SignViT achieves state-of-the-art results on both similar-looking gestures and overall datasets compared to baseline ViT, convolutional neural network approaches, and other models. The overall accuracies achieved by SignViT on four datasets are 99.70%, 99.44%, 99.90%, and 99.52%.","Engineering, Biomedical",SignViT: An enhanced vision transformer framework for Attention-Based sign language hand gesture recognition,,[]
